CustomerID,churn,tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,sat_score,MaritalStatus,NumberOfAddress,complaint_score,OrderAmountHikeFromlastYear,CouponUsed,frequency,order_gap_days,spend,sent_slope,sent_avg,micro_risk_score,pagerank_score,churn_neighbor_ratio,degree_centrality,churn_score,risk,domain
50742,0,13.0,Computer,3,8.0,Credit Card,Male,3.0,3,Laptop & Accessory,4,Divorced,6,0,12.0,1.0,1.0,0.0,143.27,0.306317527978581,0.9481480996170097,0.3928372473072792,0.0012702690847757668,0.017966605056249828,0.27883013204146134,0.3,LOW,Ecommerce
50743,0,23.0,Computer,1,8.0,Credit Card,Female,1.0,3,Grocery,5,Divorced,3,0,22.0,,2.0,2.0,278.56,-0.3561869058540012,-0.0801754551303413,0.34028885861508923,0.007463594465910927,0.2541214012799328,0.12996811641478223,0.7,LOW,Ecommerce
50744,0,1.0,Phone,1,25.0,CC,Male,3.0,4,Mobile,5,Divorced,2,0,12.0,1.0,3.0,3.0,131.96,-0.6079506219636887,0.15051245489502776,0.10653774861390919,0.00503975725789926,0.5380786492979777,0.17089730037774556,76.8,HIGH,Ecommerce
50745,0,19.0,Mobile Phone,1,21.0,Debit Card,Male,2.0,3,Others,4,Divorced,6,0,11.0,,1.0,3.0,290.81,-0.02028955369783973,-0.1642707775087218,0.383283671535596,0.0013190122992236032,0.5901255867723829,0.21593915938323702,0.6,LOW,Ecommerce
50746,0,8.0,Mobile Phone,3,23.0,Debit Card,Male,3.0,3,Laptop & Accessory,5,Divorced,4,1,15.0,1.0,1.0,7.0,189.66,0.22925146790515882,0.1573204674590784,0.2643705855925934,0.004633946790310825,0.25297342938094086,0.2239452213725498,6.2,LOW,Ecommerce
50747,1,0.0,Phone,1,23.0,Debit Card,Female,3.0,3,Mobile,4,Divorced,2,0,13.0,0.0,1.0,0.0,122.1,0.23927835673029435,-0.6096386789137216,0.3125585928445425,0.008273947741026098,0.6926721755019082,0.29123043529682635,97.2,HIGH,Ecommerce
50748,0,6.0,Computer,3,31.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Divorced,2,0,12.0,0.0,1.0,1.0,145.39,0.10488927163043528,0.3739818226620033,0.02508857967800025,0.008976168460074655,0.015989910409003747,0.2845803750416432,1.1,LOW,Ecommerce
50749,0,9.0,Phone,1,12.0,Debit Card,Male,,5,Mobile,3,Married,2,0,14.0,0.0,1.0,7.0,127.41,-0.16151500897570847,0.22938963339693524,0.4885080616067011,0.006724422110593717,0.261229689494518,0.08346195102577832,2.6,LOW,Ecommerce
50750,0,3.0,Phone,1,13.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,2,0,13.0,8.0,8.0,9.0,134.91,-0.31793918647545877,0.07697813501363245,0.24492412952210707,0.0073899486140380855,0.4179410821417048,0.1707941031549775,9.2,LOW,Ecommerce
50751,0,17.0,Phone,1,35.0,UPI,Male,2.0,3,Laptop & Accessory,2,Single,2,0,25.0,1.0,1.0,17.0,145.41,-0.04656461249880368,-0.056145729839865904,0.522300238263081,0.00896401207448623,0.32717585349622164,0.07376424878883166,0.9,LOW,Ecommerce
50752,0,0.0,Phone,3,27.0,E wallet,Male,,1,Mobile,2,Single,2,0,17.0,0.0,2.0,2.0,126.78,-0.1397794111655769,-0.25790159494723985,0.3047022393163378,0.009439070207962502,0.25542363370354104,0.07159546185600262,8.8,LOW,Ecommerce
50753,0,19.0,Mobile Phone,1,8.0,COD,Male,2.0,3,Laptop & Accessory,2,Married,3,0,11.0,1.0,1.0,4.0,173.79,-0.3545203717186448,0.3910851648131045,0.28314782729785065,0.0056241268403313,0.38490761737100004,0.08030316997393715,1.9,LOW,Ecommerce
50754,0,15.0,Computer,2,8.0,Credit Card,Male,3.0,1,Laptop & Accessory,5,Divorced,8,0,16.0,0.0,1.0,3.0,162.72,0.5646266952589859,-0.36843599428136264,0.12615910702295827,0.0012998501984156769,0.22727284541663284,0.20474546415509945,1.8,LOW,Ecommerce
50755,0,30.0,Mobile Phone,3,13.0,E wallet,Male,2.0,1,Laptop & Accessory,2,Married,1,1,18.0,0.0,1.0,9.0,152.2,0.48555052062163934,0.30475836481969726,0.235647405283424,0.006891903690251777,0.43890629824475513,0.09528408282001613,0.7,LOW,Ecommerce
50756,0,5.0,Computer,1,19.0,UPI,Female,,4,Mobile,4,Divorced,2,0,20.0,0.0,2.0,2.0,127.43,0.29081460506662854,0.929780557923783,0.15381375716958526,0.0014316161085874538,0.4521961744174715,0.15597854234076586,0.6,LOW,Ecommerce
50757,0,5.0,Computer,1,8.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,5,1,14.0,1.0,1.0,7.0,149.98,-0.32625511934273826,0.6942085954577193,0.16095670280708335,0.0015892739012223467,0.06510932001852789,0.2933642525046283,0.2,LOW,Ecommerce
50758,0,9.0,Mobile Phone,1,6.0,Cash on Delivery,Female,3.0,5,Fashion,5,Married,3,1,21.0,5.0,7.0,7.0,202.52,0.2065057972891836,-0.5020511770682613,0.22661790684401545,0.00552605581856478,0.37410347520033765,0.22723079537786509,5.6,LOW,Ecommerce
50759,0,6.0,Phone,1,15.0,CC,Male,,3,Mobile,2,Divorced,1,0,13.0,1.0,4.0,10.0,127.81,0.14188792284937052,-0.11469522413732114,0.2520420065101018,0.006479215149298636,0.5543000937702152,0.05935844050224977,0.9,LOW,Ecommerce
50760,0,13.0,Mobile Phone,3,16.0,COD,Female,2.0,4,Laptop & Accessory,4,Married,8,0,12.0,1.0,1.0,3.0,168.52,0.08276368726121587,0.2685802962221351,0.2459188058050492,0.0018546553163474998,0.5291896713552015,0.2755687035947854,1.2,LOW,Ecommerce
50761,0,0.0,Phone,3,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Single,1,0,14.0,0.0,1.0,1.0,149.5,0.32489958011313314,0.07188723119425994,0.1626039717370697,0.006817787654783665,0.22155544004243577,0.22947237699723447,9.8,LOW,Ecommerce
50762,0,3.0,Phone,1,6.0,Credit Card,Male,3.0,3,Mobile Phone,4,Divorced,1,1,21.0,1.0,5.0,7.0,135.79,0.14061134285838323,-0.45976228731296853,0.3747328994801885,0.007667544281603863,0.09815255699842758,0.19022141647001808,0.8,LOW,Ecommerce
50763,0,15.0,Computer,1,32.0,Credit Card,Female,2.0,3,Fashion,5,Divorced,4,1,17.0,0.0,1.0,0.0,231.91000000000003,0.17200427089130066,0.2541263805893965,0.11235154585293526,0.009307569650518568,0.3553176724217561,0.19416077040627203,4.3,LOW,Ecommerce
50764,0,8.0,Computer,3,14.0,E wallet,Female,3.0,4,Fashion,2,Divorced,5,1,11.0,2.0,4.0,12.0,203.77,0.141071885011663,0.09599324195348026,0.2535644194094127,0.005040318360026207,0.4941597301539441,0.01076418388459022,13.5,LOW,Ecommerce
50765,0,0.0,Phone,1,20.0,Debit Card,Male,2.0,3,Mobile,5,Divorced,2,1,14.0,2.0,6.0,8.0,122.35,0.052237422400631756,0.8657301634415128,0.29244406462267286,0.009693325026203549,0.5056085197880715,0.2663370240568847,16.6,LOW,Ecommerce
50766,0,27.0,Computer,1,6.0,Debit Card,Female,2.0,3,Fashion,3,Married,8,0,17.0,1.0,1.0,4.0,205.02,-0.585083338914255,-0.001291481046978668,0.3820722816518629,0.0028511283322452327,0.2435833172972573,0.03109927288390043,1.2,LOW,Ecommerce
50767,0,0.0,Mobile Phone,1,8.0,Debit Card,Female,3.0,1,Mobile,2,Divorced,2,0,13.0,6.0,7.0,7.0,120.11000000000001,-0.024913676776832833,0.5672013541306364,0.24233526404688494,0.00613209255603843,0.022354849284901834,0.03667564851395026,0.2,LOW,Ecommerce
50768,1,0.0,Computer,1,16.0,CC,Female,3.0,4,Mobile Phone,4,Single,2,1,25.0,1.0,1.0,0.0,118.59,-0.46685758765473756,-0.40683536125199027,0.1618193733705826,0.003117980466768186,0.6463738154649772,0.13317548298274592,99.3,HIGH,Ecommerce
50769,0,2.0,Phone,1,6.0,Debit Card,Female,3.0,3,Mobile Phone,2,Married,2,0,15.0,0.0,1.0,2.0,137.6,-0.43395228729200613,-0.31120371915860334,0.34198975218715927,0.0042807078060332435,0.37511975619066956,0.2295027706891001,2.2,LOW,Ecommerce
50770,0,27.0,Mobile Phone,1,9.0,Debit Card,Male,2.0,3,Grocery,2,Divorced,4,0,14.0,,1.0,9.0,277.79,0.4545449857902472,0.388664783923796,0.3426725136177333,0.003264060343784945,0.4131753591582637,0.12883616021679106,0.3,LOW,Ecommerce
50771,0,4.0,Mobile Phone,1,17.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Divorced,2,1,12.0,0.0,1.0,1.0,168.33,0.4686986022657111,0.5334923122429499,0.37484965277978133,0.009898616014503408,0.19589938743528998,0.012661449221501288,0.8,LOW,Ecommerce
50772,0,4.0,Mobile Phone,1,30.0,Credit Card,Female,3.0,4,Laptop & Accessory,5,Single,2,0,19.0,0.0,1.0,8.0,168.12,0.3577661800886836,-0.2829570904297569,0.5272274023794105,0.009543607129563057,0.05690260698606761,0.06676313947952747,0.4,LOW,Ecommerce
50773,0,30.0,Mobile Phone,3,9.0,Debit Card,Female,2.0,4,Laptop & Accessory,2,Single,6,0,17.0,0.0,1.0,5.0,151.71,0.026564025056762378,0.1096309625935647,0.22421185526902226,0.006152518635546356,0.2212539142064346,0.10450840403462566,0.6,LOW,Ecommerce
50774,0,16.0,Mobile Phone,1,9.0,Debit Card,Male,3.0,5,Others,2,Divorced,4,0,,1.0,1.0,7.0,297.4,0.355187536285797,-0.45263166941163124,0.43438546123544386,0.0016878970653987132,0.020217354399637056,0.07042600213254646,0.2,LOW,Ecommerce
50775,0,22.0,Mobile Phone,1,10.0,Credit Card,Male,2.0,4,Others,3,Divorced,3,0,13.0,,1.0,0.0,287.11,-0.04638404581945234,0.02751206947780825,0.10124679314862473,0.002949366799006497,0.5130729213440706,0.12598572406678218,0.5,LOW,Ecommerce
50776,0,9.0,Computer,1,9.0,COD,Male,2.0,3,Mobile Phone,4,Divorced,2,0,12.0,1.0,1.0,7.0,136.92,0.010839183069333805,0.43476911424965037,0.19580934821131762,0.0025013095149283944,0.37342291836445746,0.062290392890108646,0.9,LOW,Ecommerce
50777,0,21.0,Phone,1,,COD,Male,3.0,1,Mobile,4,Single,6,0,11.0,0.0,1.0,0.0,125.59,-0.37804141113859485,-0.07398339965445794,0.1751524165246001,0.003642377008318918,0.4641381765317559,0.1881249609866891,7.1,LOW,Ecommerce
50778,0,0.0,Phone,1,,Debit Card,Male,3.0,3,Mobile,3,Married,2,0,11.0,1.0,1.0,3.0,125.16999999999999,0.069097391349652,0.00038611762247887926,0.3009889716003265,0.00499810987183859,0.14419194463569932,0.023652826679979963,0.6,LOW,Ecommerce
50779,0,2.0,Mobile Phone,1,13.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Married,2,1,11.0,0.0,1.0,0.0,166.23,-0.031884221472674876,-0.35191815931842074,0.3742363568204128,0.004512169901925465,0.5512025065916052,0.23929722991621608,2.8,LOW,Ecommerce
50780,0,21.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Others,2,Single,7,0,12.0,,1.0,0.0,282.65,-0.4407956350503393,-0.15934336544997033,0.058360607613043895,0.0050296664665110385,0.20736549821897438,0.06286418126000115,3.0,LOW,Ecommerce
50781,0,2.0,Mobile Phone,1,6.0,Debit Card,Female,2.0,4,Grocery,2,Married,4,0,14.0,,1.0,7.0,261.24,-0.06535913354497908,0.8032443664857354,0.42494507013058724,0.00821829040494787,0.44183489891142075,0.20762005181682477,0.9,LOW,Ecommerce
50782,0,7.0,Phone,1,,COD,Female,2.0,1,Mobile,3,Divorced,1,0,17.0,1.0,1.0,0.0,125.85,-0.07391886915704254,0.12916995668685316,0.19018580194782597,0.004834684837170228,0.21255904681129606,0.19435627392054633,1.6,LOW,Ecommerce
50783,0,17.0,Mobile Phone,3,11.0,E wallet,Male,2.0,3,Others,4,Divorced,8,0,11.0,,3.0,10.0,282.13,0.489268349993392,-0.30092310666023925,0.2526837190475073,0.005678251818431059,0.28496510906485656,0.07468476336350362,1.8,LOW,Ecommerce
50784,0,6.0,Mobile Phone,3,16.0,E wallet,Male,2.0,1,Fashion,3,Married,1,1,14.0,1.0,1.0,8.0,183.8,0.21826399855402284,-0.02590877996719665,0.5490632189198942,0.005313745649832324,0.11904177129443973,0.1707106918220226,0.4,LOW,Ecommerce
50785,0,0.0,Phone,1,31.0,Debit Card,Female,,1,Mobile,2,Single,2,1,12.0,1.0,1.0,1.0,129.94,-0.0465663682725602,-0.5389710484666249,0.298307579382926,0.0033006211409743903,0.394923328138725,0.09537314847175378,46.3,MEDIUM,Ecommerce
50786,0,0.0,Mobile Phone,1,6.0,Debit Card,Male,2.0,3,Mobile Phone,3,Divorced,2,0,22.0,0.0,1.0,1.0,112.22999999999999,0.02463619294032489,-0.305663876856085,0.07154347030550452,0.006325150452662389,0.4462348426784543,0.29794630645754105,13.5,LOW,Ecommerce
50787,1,0.0,Computer,3,30.0,Debit Card,Male,3.0,5,Mobile Phone,2,Single,2,1,14.0,1.0,1.0,0.0,111.18,-0.2867362865687406,0.6441358956185813,0.3623021674490978,0.0025259840813831856,0.4344077992664333,0.028345636686103536,96.5,HIGH,Ecommerce
50788,0,0.0,Phone,1,10.0,Debit Card,Male,,3,Mobile,2,Single,2,1,20.0,0.0,2.0,2.0,128.75,-0.11087419543866432,0.043007030245357986,0.08123766422089386,0.0019710509589989022,0.0356683385463594,0.2190234186520931,0.7,LOW,Ecommerce
50789,1,8.0,Mobile Phone,3,8.0,E wallet,Female,3.0,5,Others,4,Single,3,1,16.0,,1.0,11.0,288.24,-0.6247281592164861,0.8562920704404825,0.25706369387994527,0.006198745242852561,0.6623759867942813,0.2880358663857688,98.1,HIGH,Ecommerce
50790,0,28.0,Computer,1,14.0,Credit Card,Male,2.0,4,Grocery,4,Married,2,1,15.0,3.0,1.0,0.0,235.76999999999998,-0.09531556328207877,0.061860864601577636,0.13262039821776347,0.007259911938520434,0.5108070570123311,0.24622315097750017,1.8,LOW,Ecommerce
50791,1,0.0,Computer,1,,Debit Card,Female,2.0,4,Mobile,3,Single,2,0,20.0,2.0,2.0,2.0,126.25,-0.523829476995754,0.08560852152340163,0.4151836640804127,0.001952860493736634,0.4916010944220922,0.22494905136400387,79.0,HIGH,Ecommerce
50792,0,19.0,Mobile Phone,3,10.0,E wallet,Female,2.0,4,Others,4,Divorced,3,0,14.0,,1.0,8.0,287.89,-0.4250946616769439,0.3563576634168494,0.17320979259164182,0.0054985792075042525,0.016412704424635226,0.07729012623765852,0.2,LOW,Ecommerce
50793,0,7.0,Phone,3,8.0,E wallet,Female,2.0,3,Laptop & Accessory,5,Single,1,1,12.0,1.0,1.0,2.0,145.38,0.10336654436426039,-0.9690350328877605,0.40728289643208093,0.0020633778362374178,0.018217502392696882,0.07902576229586114,0.9,LOW,Ecommerce
50794,0,24.0,Computer,3,15.0,Debit Card,Male,2.0,3,Others,4,Married,5,1,,2.0,11.0,10.0,298.47,0.06737939797997047,0.18197572946142995,0.44464463147805056,0.004061861931159783,0.5519577713012426,0.21713162347673154,1.5,LOW,Ecommerce
50795,0,30.0,Mobile Phone,1,24.0,Credit Card,Male,3.0,3,Fashion,2,Single,7,0,12.0,1.0,5.0,4.0,205.12,-0.5860122534104234,0.08040540477561933,0.10682065524810322,0.006902623556704384,0.23071499791317296,0.16411245617527861,3.1,LOW,Ecommerce
50796,0,7.0,Computer,1,25.0,Credit Card,Female,2.0,3,Laptop & Accessory,4,Married,5,0,13.0,3.0,5.0,10.0,144.44,-0.08680539124853817,0.694415557406059,0.42743669017140434,0.006991281755325343,0.08408190897643572,0.16984436513737206,0.2,LOW,Ecommerce
50797,0,0.0,Computer,1,6.0,CC,Male,2.0,3,Mobile,3,Single,1,1,11.0,0.0,1.0,2.0,121.53999999999999,0.24871041576997704,0.4858717576654469,0.22351628900730958,0.004784280602755334,0.5296023392664725,0.16546925706352142,5.7,LOW,Ecommerce
50798,0,17.0,Mobile Phone,1,10.0,Debit Card,Male,3.0,1,Others,5,Married,2,0,14.0,,14.0,13.0,291.9,0.26776712166889627,-0.3534766742187203,0.4855938195472056,0.008471311910872834,0.20667314668718637,0.1596862380992271,0.3,LOW,Ecommerce
50799,0,7.0,Computer,2,17.0,Debit Card,Male,2.0,4,Laptop & Accessory,4,Divorced,5,0,11.0,0.0,1.0,8.0,144.9,0.2577510528655716,0.5968554474510323,0.45488141643186886,0.008707021800509787,0.2406817262017811,0.217198579397363,0.7,LOW,Ecommerce
50800,0,8.0,Phone,1,12.0,Debit Card,Male,3.0,3,Mobile,3,Divorced,1,1,14.0,1.0,2.0,2.0,135.06,-0.03832603792956206,-0.004925810232398062,0.31144763887362503,0.0028479245250830386,0.5507041827471099,0.06716693570766519,5.9,LOW,Ecommerce
50801,0,15.0,Phone,1,,CC,Female,3.0,1,Laptop & Accessory,4,Divorced,7,1,16.0,0.0,1.0,0.0,123.72,-0.3035135983907453,-0.26178129051841803,0.3988910192268792,0.009446481221067525,0.021524151949163437,0.260020751798351,2.1,LOW,Ecommerce
50802,0,16.0,Mobile Phone,3,10.0,E wallet,Female,2.0,4,Fashion,2,Single,4,0,14.0,10.0,15.0,17.0,202.31,-0.37510964820741816,0.17884130034848095,0.40266762545354984,0.003182264005991557,0.10529770325843572,0.04201975363981452,1.6,LOW,Ecommerce
50803,0,9.0,Mobile Phone,1,8.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Single,10,1,11.0,4.0,5.0,12.0,154.1,0.05338147142510724,0.018892257734472714,0.5651421675010933,0.009234246156755808,0.09613365443029777,0.181012643880831,0.4,LOW,Ecommerce
50804,1,7.0,Mobile Phone,1,21.0,Credit Card,Female,3.0,3,Fashion,2,Divorced,2,0,11.0,0.0,1.0,5.0,179.78,-0.1862159896904511,0.7153861256114096,0.26443719476182925,0.006399542512769815,0.5360181570138691,0.25225643580878243,1.7,LOW,Ecommerce
50805,0,1.0,Computer,1,8.0,Debit Card,Male,2.0,4,Mobile Phone,2,Divorced,2,1,12.0,2.0,2.0,2.0,138.67,0.33619933348151965,0.236248811396484,0.3533230084241637,0.009484243591837607,0.024993401846892558,0.04763966047244455,1.0,LOW,Ecommerce
50806,0,24.0,Computer,1,12.0,CC,Female,,4,Mobile,3,Single,1,0,14.0,7.0,7.0,7.0,128.38,0.27999389510262507,0.18226356835440233,0.4967116695180033,0.004004989225041521,0.1248521046398407,0.21038946036994008,0.3,LOW,Ecommerce
50807,0,3.0,Computer,1,15.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Single,8,1,18.0,1.0,1.0,7.0,146.95,-0.08966859695935164,0.46025883314217597,0.536799275192481,0.008564224559471801,0.08250464316630568,0.09539650343814673,0.6,LOW,Ecommerce
50808,1,0.0,Phone,1,13.0,COD,Female,2.0,3,Mobile,3,Married,4,1,13.0,1.0,7.0,7.0,133.39,-0.6732617636582607,0.5371486472370849,0.24641673798557356,0.004067405992216046,0.3618451381540758,0.1494058126979893,74.5,HIGH,Ecommerce
50809,0,0.0,Phone,1,6.0,Cash on Delivery,Male,2.0,3,Mobile,5,Single,3,0,11.0,0.0,1.0,2.0,120.80000000000001,-0.14573197910326935,0.41344203771891974,0.22117530841530805,0.007273412480634105,0.5303922850644698,0.13991869345645858,10.9,LOW,Ecommerce
50810,0,0.0,Phone,1,6.0,CC,Female,2.0,3,Mobile,4,Single,2,0,18.0,1.0,2.0,1.0,120.96000000000001,0.015169358443157394,0.6677853891259814,0.3971117094253943,0.007696836441668816,0.14750848721541293,0.29682035062275375,0.1,LOW,Ecommerce
50811,0,5.0,Mobile Phone,3,14.0,Credit Card,Male,2.0,1,Laptop & Accessory,2,Divorced,2,0,15.0,0.0,1.0,8.0,162.09,-0.11062497361682122,0.3434729651655154,0.5382953519837549,0.008435137826624643,0.03570936913742149,0.046024988711411065,0.2,LOW,Ecommerce
50812,0,18.0,Computer,1,31.0,Credit Card,Female,2.0,3,Others,4,Single,4,0,22.0,,1.0,0.0,280.61,-0.22336823242329673,0.16706058589068074,0.149149537149158,0.006651272893430287,0.16150774744937943,0.03223587301521058,0.5,LOW,Ecommerce
50813,0,12.0,Mobile Phone,1,19.0,Credit Card,Female,3.0,4,Grocery,4,Married,7,1,13.0,,15.0,2.0,271.23,0.02586544449096967,0.5956688248352118,0.4160837817937226,0.0049190819772798365,0.3638609900336893,0.12039493348477039,5.8,LOW,Ecommerce
50814,0,30.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,3,Married,2,0,12.0,2.0,2.0,2.0,123.72,-0.20118732242318316,0.06364154396714451,0.20235646211151456,0.00100388447352853,0.022662632387350865,0.08592627505011528,0.4,LOW,Ecommerce
50815,1,0.0,Phone,1,13.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Divorced,2,0,18.0,1.0,1.0,1.0,148.83,-0.48841982511761217,0.11329860653786464,0.16990643959012314,0.0074943891001953665,0.7219487592023961,0.14958692922936873,98.7,HIGH,Ecommerce
50816,1,2.0,Phone,1,29.0,Credit Card,Male,3.0,3,Mobile Phone,5,Single,1,0,13.0,0.0,1.0,3.0,139.04,-0.20656414970896814,0.7886307669187659,0.3626477581092586,0.006166490782128334,0.7552562574741846,0.0433505900617937,98.1,HIGH,Ecommerce
50817,0,3.0,Phone,1,12.0,COD,Female,2.0,4,Laptop & Accessory,2,Divorced,1,0,12.0,5.0,6.0,7.0,146.27,-0.17059777403876142,0.7487696511820925,0.3284847319764078,0.001995633412367211,0.5379608606280009,0.18524712200523177,2.3,LOW,Ecommerce
50818,0,9.0,Mobile Phone,1,16.0,COD,Female,3.0,3,Fashion,3,Divorced,4,0,12.0,0.0,1.0,7.0,170.94,0.02323131669350563,0.09672967723067087,0.319279382472081,0.00726135786422301,0.09390505400998717,0.13112943035873437,0.4,LOW,Ecommerce
50819,0,19.0,Phone,2,6.0,Debit Card,Female,2.0,3,Mobile,5,Single,7,0,12.0,3.0,5.0,7.0,134.23,0.0319612068556368,-0.08142063092224669,0.2944475974713299,0.004433030276897938,0.41847345329940516,0.26225356973588565,1.2,LOW,Ecommerce
50820,0,1.0,Computer,1,6.0,Debit Card,Female,2.0,5,Laptop & Accessory,2,Divorced,1,0,11.0,7.0,7.0,5.0,166.74,-0.39182870032747236,0.6852694000833994,0.27312157276303595,0.006911797279221719,0.11922900879660436,0.0982986388873263,0.6,LOW,Ecommerce
50821,0,23.0,Mobile Phone,1,34.0,Debit Card,Female,2.0,3,Grocery,5,Divorced,5,1,11.0,,1.0,2.0,268.8,-0.19437233715962365,0.4201673431660856,0.0959270585641846,0.005067206668908103,0.4905302311817176,0.27047642427952817,2.9,LOW,Ecommerce
50822,1,3.0,Mobile Phone,3,31.0,E wallet,Male,2.0,4,Fashion,4,Single,3,1,12.0,0.0,1.0,0.0,190.94,0.1313330819749387,0.2262325016789452,0.024414858981102894,0.008178320735064411,0.4588785915063285,0.22516005679565754,73.8,HIGH,Ecommerce
50823,1,15.0,Mobile Phone,3,11.0,Debit Card,Male,3.0,3,Fashion,4,Single,10,1,19.0,5.0,7.0,7.0,184.46,-0.6486238538202861,-0.028749084075977815,0.44159725787417914,0.007538779698046942,0.38277958684822555,0.12737482077982423,53.9,MEDIUM,Ecommerce
50824,0,3.0,Mobile Phone,1,23.0,Credit Card,Female,3.0,3,Fashion,5,Divorced,2,1,23.0,0.0,1.0,5.0,219.16000000000003,-0.6849963346911593,0.23267863148583756,0.325799979832369,0.008959814523173276,0.5771387616625947,0.10393476335172616,32.5,LOW,Ecommerce
50825,0,12.0,Phone,1,24.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Single,1,0,11.0,0.0,1.0,7.0,145.34,-0.6085535459727535,0.09131661604491896,0.4087562591832794,0.008946287455771283,0.46221910417169537,0.17834892337602715,5.9,LOW,Ecommerce
50826,0,4.0,Computer,3,8.0,Debit Card,Female,2.0,3,Fashion,3,Married,2,1,19.0,3.0,9.0,6.0,198.52,-0.04126701602699924,-0.1657352718291983,0.4409341808570639,0.0010069820471476382,0.11659786656398796,0.16106984444404285,2.4,LOW,Ecommerce
50827,0,14.0,Computer,3,16.0,Credit Card,Male,2.0,5,Laptop & Accessory,4,Single,2,0,13.0,3.0,11.0,9.0,161.51,-0.04072481659019033,0.15161693143489408,0.2720424649964259,0.006512896399597263,0.23979533593228639,0.2336662266090499,2.3,LOW,Ecommerce
50828,1,0.0,Computer,3,6.0,Debit Card,Female,2.0,3,Mobile,4,Single,2,1,11.0,1.0,2.0,2.0,123.02000000000001,-0.3352832566275363,0.206169618255843,0.13350917129801584,0.009836901831894115,0.659128280453303,0.1221962467358033,96.3,HIGH,Ecommerce
50829,1,7.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,5,Divorced,5,0,12.0,1.0,1.0,2.0,123.62,0.06425694867855047,-0.05015802676809242,0.15116345315261748,0.001201795685214743,0.4397749124825143,0.18963323266462045,64.2,MEDIUM,Ecommerce
50830,0,15.0,Computer,1,8.0,Debit Card,Male,2.0,3,Grocery,3,Divorced,1,1,13.0,,2.0,10.0,278.61,-0.8518503299308814,0.4615302754438071,0.3215699964606462,0.007839086840891855,0.11502993060082983,0.10954694962158752,0.7,LOW,Ecommerce
50831,0,28.0,Mobile Phone,1,8.0,Credit Card,Female,2.0,5,Others,3,Divorced,5,0,14.0,,9.0,11.0,291.87,0.06878016232924708,0.6155329569243956,0.5242763671393602,0.003485856461040734,0.007313463712732626,0.015091828173341322,0.2,LOW,Ecommerce
50832,0,29.0,Mobile Phone,2,14.0,Debit Card,Male,2.0,3,Others,4,Single,7,0,,1.0,7.0,7.0,297.17,0.418431460541072,0.48795907746216505,0.28967263449805103,0.0060315652898457525,0.5067881629626882,0.035048031886091735,1.0,LOW,Ecommerce
50833,0,13.0,Computer,1,22.0,Debit Card,Male,3.0,3,Mobile,3,Married,10,0,16.0,1.0,1.0,0.0,135.44,-0.38833422946751417,-0.010499354085597906,0.12927554515181341,0.001720754686928237,0.2768755238870834,0.26902092160233787,3.9,LOW,Ecommerce
50834,0,7.0,Mobile Phone,1,15.0,Debit Card,Male,2.0,3,Fashion,2,Married,1,0,11.0,1.0,1.0,6.0,185.0,-0.16394195353696853,0.4023286016753488,0.3745206279783893,0.006846093898514637,0.35496809519852407,0.1704778819563112,2.5,LOW,Ecommerce
50835,0,13.0,Phone,1,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,2,Single,2,0,13.0,3.0,8.0,8.0,146.61,-0.2758675751685863,0.13118455898401607,0.23462820054803965,0.008675702353854044,0.45309937724265137,0.09737097246357003,3.1,LOW,Ecommerce
50836,0,14.0,Computer,3,6.0,E wallet,Female,3.0,3,Laptop & Accessory,5,Married,1,0,17.0,0.0,1.0,7.0,141.03,-0.3183038138232586,-0.3942983914263807,0.18256806003447093,0.007730111391462641,0.14454913835039374,0.23763101679382992,0.3,LOW,Ecommerce
50837,0,8.0,Computer,1,10.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Single,2,1,11.0,1.0,1.0,1.0,142.49,-0.147878601506912,0.36909175139909833,0.2988532952770535,0.007381688570389634,0.43676328109500756,0.08701694859183014,17.3,LOW,Ecommerce
50838,0,24.0,Mobile Phone,2,11.0,Debit Card,Male,2.0,3,Grocery,4,Married,2,1,11.0,1.0,1.0,10.0,240.26,0.3782455851053514,0.15845265638277928,0.5025781328005993,0.008997904734633359,0.20240165192403098,0.2550552299513956,0.6,LOW,Ecommerce
